,title,total_rater,average_rating,GMM_labels,HIE_labels,KMeans_labels
1267,1287,704,4.11,10.0,51.0,25.0
1268,1288,1117,4.18,18.0,65.0,37.0
1269,1289,182,3.97,12.0,10.0,31.0
1270,1290,230,3.59,14.0,54.0,35.0
1271,1291,1627,4.13,8.0,68.0,16.0
1272,1292,591,4.01,10.0,51.0,14.0
1273,1293,670,4.14,10.0,51.0,69.0
1274,1294,1098,4.12,10.0,51.0,37.0
1275,1295,265,3.57,12.0,49.0,41.0
1276,1296,559,4.0,10.0,49.0,41.0
1277,1297,442,3.71,9.0,62.0,34.0
1278,1298,387,3.64,5.0,59.0,25.0
1279,1299,731,4.25,10.0,51.0,14.0
1280,1300,329,4.15,12.0,10.0,31.0
1281,1301,373,3.98,19.0,36.0,66.0
1282,1302,768,3.91,18.0,65.0,4.0
1283,1303,310,4.13,12.0,52.0,36.0
1284,1304,1419,4.22,10.0,51.0,37.0
1285,1305,120,3.79,12.0,10.0,31.0
1286,1306,136,3.6,0.0,11.0,0.0
1287,1307,1567,4.07,18.0,65.0,17.0
1288,1308,0,0.0,,,
1289,1309,0,0.0,,,
1290,1310,43,3.56,11.0,24.0,68.0
1291,1311,7,1.0,1.0,4.0,9.0
1292,1312,29,3.24,11.0,23.0,60.0
1293,1313,13,2.15,1.0,4.0,2.0
1294,1314,0,0.0,,,
1295,1315,3,2.33,1.0,4.0,9.0
1296,1316,1,4.0,1.0,3.0,9.0
1297,1317,40,3.17,11.0,22.0,12.0
1298,1318,0,0.0,,,
1299,1319,0,0.0,,,
1300,1320,925,3.04,8.0,71.0,55.0
1301,1321,548,3.75,2.0,59.0,25.0
1302,1322,32,1.72,3.0,17.0,29.0
1303,1323,43,1.37,15.0,17.0,29.0
1304,1324,22,1.68,3.0,17.0,29.0
1305,1325,23,1.65,3.0,17.0,29.0
1306,1326,56,2.11,15.0,37.0,45.0
1307,1327,355,2.94,15.0,38.0,15.0
1308,1328,25,1.84,3.0,17.0,29.0
1309,1329,36,2.67,3.0,17.0,29.0
1310,1330,116,3.0,15.0,37.0,45.0
1311,1331,50,3.18,13.0,17.0,57.0
1312,1332,102,2.91,15.0,36.0,66.0
1313,1333,732,3.88,10.0,59.0,37.0
1314,1334,338,3.14,19.0,36.0,66.0
1315,1335,21,1.71,3.0,17.0,29.0
1316,1336,55,2.24,15.0,37.0,45.0
1317,1337,64,3.56,13.0,19.0,57.0
1318,1339,672,3.34,9.0,58.0,49.0
1319,1340,216,3.91,19.0,36.0,66.0
1320,1341,53,2.85,15.0,17.0,57.0
1321,1342,262,2.9,15.0,38.0,15.0
1322,1343,687,3.67,5.0,58.0,50.0
1323,1344,361,3.92,12.0,52.0,36.0
1324,1345,567,3.6,10.0,59.0,25.0
1325,1346,174,3.18,19.0,36.0,15.0
1326,1347,451,3.49,2.0,38.0,15.0
1327,1348,238,3.99,19.0,36.0,66.0
1328,1349,14,3.07,3.0,17.0,5.0
1329,1350,409,3.62,19.0,59.0,15.0
1330,1351,35,3.4,11.0,29.0,21.0
1331,1352,94,2.85,0.0,28.0,33.0
1332,1353,188,3.09,17.0,42.0,52.0
1333,1354,266,3.82,0.0,49.0,22.0
1334,1355,77,2.96,17.0,21.0,12.0
1335,1356,1310,3.71,8.0,69.0,55.0
1336,1357,548,3.81,5.0,56.0,26.0
1337,1358,1176,4.21,18.0,56.0,50.0
1338,1359,222,2.48,16.0,25.0,1.0
1339,1360,2,3.5,1.0,4.0,9.0
1340,1361,159,4.21,0.0,20.0,54.0
1341,1362,100,4.03,13.0,11.0,63.0
1342,1363,112,2.97,17.0,42.0,52.0
1343,1364,2,3.5,1.0,8.0,20.0
1344,1365,58,3.84,11.0,20.0,0.0
1345,1366,108,3.19,0.0,28.0,64.0
1346,1367,364,3.05,16.0,27.0,27.0
1347,1368,0,0.0,,,
1348,1369,5,3.8,1.0,7.0,43.0
1349,1370,1135,3.54,8.0,70.0,19.0
1350,1371,792,3.14,8.0,69.0,55.0
1351,1372,1001,3.41,8.0,69.0,55.0
1352,1373,612,2.75,2.0,71.0,55.0
1353,1374,1447,3.88,8.0,69.0,55.0
1354,1375,927,3.35,8.0,69.0,55.0
1355,1376,1125,3.66,8.0,69.0,55.0
1356,1377,1031,2.98,8.0,69.0,49.0
1357,1378,562,3.42,8.0,71.0,19.0
1358,1379,369,2.91,2.0,47.0,30.0
1359,1380,817,3.58,9.0,65.0,4.0
1360,1381,303,1.96,14.0,45.0,1.0
1361,1382,127,2.78,4.0,30.0,51.0
1362,1383,11,1.55,1.0,4.0,9.0
1363,1384,6,3.83,7.0,16.0,42.0
1364,1385,461,3.27,2.0,47.0,30.0
1365,1386,1,1.0,6.0,1.0,7.0
1366,1387,1697,4.09,18.0,67.0,16.0
1367,1388,370,2.59,2.0,38.0,30.0
1368,1389,210,1.85,15.0,38.0,15.0
1369,1390,121,3.2,14.0,25.0,6.0
1370,1391,1074,2.9,8.0,69.0,49.0
1371,1392,218,3.74,0.0,50.0,54.0
1372,1393,1353,3.76,18.0,66.0,17.0
1373,1394,1433,4.02,18.0,67.0,37.0
1374,1395,295,3.33,10.0,54.0,69.0
1375,1396,1091,3.73,8.0,69.0,49.0
1376,1397,63,3.65,11.0,23.0,60.0
1377,1398,63,3.19,3.0,31.0,47.0
1378,1399,104,3.2,0.0,28.0,64.0
1379,1400,0,0.0,,,
1380,1401,162,3.51,0.0,43.0,35.0
1381,1404,76,3.14,0.0,41.0,33.0
1382,1405,475,3.04,9.0,57.0,46.0
1383,1406,24,3.46,11.0,23.0,60.0
1384,1407,886,3.58,8.0,58.0,49.0
1385,1408,975,3.81,8.0,70.0,19.0
1386,1409,392,3.05,9.0,44.0,62.0
1387,1410,90,2.87,17.0,42.0,38.0
1388,1411,382,3.96,0.0,43.0,35.0
1389,1412,20,3.9,11.0,23.0,60.0
1390,1413,50,3.38,11.0,23.0,60.0
1391,1414,168,3.6,0.0,50.0,61.0
1392,1415,36,3.56,11.0,23.0,60.0
1393,1416,282,3.26,0.0,43.0,35.0
1394,1417,43,2.77,11.0,22.0,60.0
1395,1419,135,3.96,12.0,10.0,31.0
1396,1420,7,4.0,1.0,4.0,9.0
1397,1421,22,3.05,1.0,4.0,2.0
1398,1422,281,3.02,14.0,58.0,58.0
1399,1423,14,4.36,1.0,9.0,28.0
1400,1424,0,0.0,,,
1401,1425,168,3.29,14.0,45.0,67.0
1402,1426,23,2.52,3.0,6.0,32.0
1403,1427,51,2.29,4.0,41.0,51.0
1404,1428,52,3.25,11.0,20.0,60.0
1405,1429,297,3.31,4.0,39.0,53.0
1406,1430,1,1.0,1.0,4.0,2.0
1407,1431,232,2.55,4.0,25.0,53.0
1408,1432,100,2.77,4.0,30.0,51.0
1409,1433,5,1.8,1.0,3.0,9.0
1410,1434,2,4.0,1.0,3.0,9.0
1411,1436,9,2.89,7.0,15.0,65.0
1412,1437,21,3.1,11.0,8.0,20.0
1413,1438,321,2.82,2.0,47.0,30.0
1414,1439,46,2.35,17.0,32.0,6.0
1415,1440,81,2.77,17.0,28.0,6.0
1416,1441,481,3.44,9.0,61.0,62.0
1417,1442,71,3.1,11.0,28.0,64.0
1418,1443,0,0.0,,,
1419,1444,8,3.38,1.0,4.0,2.0
1420,1445,156,2.17,4.0,27.0,6.0
1421,1446,189,4.05,11.0,20.0,0.0
1422,1447,49,3.37,11.0,21.0,12.0
1423,1448,0,0.0,,,
1424,1449,461,4.15,5.0,49.0,26.0
1425,1450,14,3.79,7.0,16.0,42.0
1426,1453,148,2.43,17.0,25.0,6.0
1427,1454,82,3.16,0.0,28.0,54.0
1428,1455,22,2.77,3.0,6.0,2.0
1429,1456,64,2.36,17.0,32.0,39.0
1430,1457,266,3.11,14.0,44.0,52.0
1431,1458,24,2.83,11.0,21.0,12.0
1432,1459,380,3.36,14.0,58.0,58.0
1433,1460,94,2.68,17.0,27.0,27.0
1434,1461,216,2.57,14.0,45.0,1.0
1435,1462,0,0.0,,,
1436,1463,34,3.03,3.0,6.0,39.0
1437,1464,145,3.35,0.0,50.0,61.0
1438,1465,126,3.49,0.0,28.0,64.0
1439,1466,719,3.8,5.0,56.0,50.0
1440,1467,0,0.0,,,
1441,1468,144,2.56,17.0,25.0,6.0
1442,1470,1,4.0,3.0,5.0,39.0
1443,1471,5,3.4,1.0,4.0,9.0
1444,1472,48,3.25,11.0,21.0,12.0
1445,1473,40,2.83,3.0,6.0,2.0
1446,1474,146,2.34,16.0,25.0,6.0
1447,1475,81,3.15,11.0,24.0,68.0
1448,1476,499,3.49,9.0,61.0,46.0
1449,1477,27,3.44,3.0,21.0,20.0
1450,1479,563,3.2,2.0,70.0,19.0
1451,1480,265,3.28,0.0,41.0,61.0
1452,1482,63,3.33,11.0,24.0,68.0
1453,1483,141,2.76,0.0,50.0,61.0
1454,1484,124,3.7,11.0,20.0,0.0
1455,1485,666,3.5,9.0,61.0,62.0
1456,1486,7,3.14,1.0,4.0,2.0
1457,1487,162,3.07,17.0,42.0,52.0
1458,1488,288,2.86,2.0,47.0,30.0
1459,1489,37,2.57,3.0,6.0,32.0
1460,1490,26,1.81,3.0,5.0,39.0
1461,1493,17,3.29,3.0,6.0,68.0
1462,1494,19,2.47,3.0,6.0,2.0
1463,1495,44,1.32,17.0,30.0,39.0
1464,1496,25,3.16,1.0,4.0,2.0
1465,1497,48,2.08,3.0,33.0,51.0
1466,1498,131,3.14,0.0,42.0,52.0
1467,1499,399,2.2,2.0,47.0,30.0
1468,1500,1136,3.81,18.0,56.0,17.0
1469,1501,18,2.61,11.0,21.0,12.0
1470,1502,13,3.08,1.0,4.0,2.0
1471,1503,145,2.32,17.0,25.0,6.0
1472,1504,16,3.5,11.0,16.0,18.0
1473,1507,42,3.33,11.0,22.0,64.0
1474,1508,36,3.31,11.0,21.0,0.0
1475,1509,21,3.67,1.0,6.0,2.0
1476,1510,2,2.5,7.0,14.0,23.0
1477,1511,24,3.58,11.0,16.0,42.0
1478,1513,755,3.05,9.0,57.0,46.0
1479,1514,7,2.71,7.0,15.0,65.0
1480,1515,181,2.56,14.0,48.0,1.0
1481,1516,52,3.65,11.0,23.0,60.0
1482,1517,1205,3.71,18.0,66.0,17.0
1483,1518,354,3.42,2.0,47.0,30.0
1484,1519,6,3.33,1.0,8.0,20.0
1485,1520,15,2.47,3.0,4.0,2.0
1486,1522,7,2.43,1.0,7.0,43.0
1487,1523,57,2.63,3.0,33.0,12.0
1488,1524,0,0.0,,,
1489,1525,44,2.09,3.0,6.0,2.0
1490,1526,88,2.47,17.0,25.0,6.0
1491,1527,1377,3.64,8.0,69.0,55.0
1492,1528,2,2.0,1.0,4.0,9.0
1493,1529,31,3.23,11.0,21.0,12.0
1494,1531,11,3.64,11.0,22.0,64.0
1495,1532,6,2.67,1.0,4.0,9.0
1496,1533,24,3.88,11.0,9.0,20.0
1497,1534,6,3.67,7.0,15.0,65.0
1498,1535,103,3.49,11.0,20.0,64.0
1499,1537,349,4.14,0.0,50.0,22.0
1500,1538,6,1.67,1.0,3.0,9.0
1501,1539,11,2.82,1.0,4.0,2.0
1502,1541,240,3.1,14.0,42.0,52.0
1503,1542,238,3.54,0.0,50.0,22.0
1504,1543,7,3.29,3.0,7.0,43.0
1505,1544,1255,3.04,8.0,69.0,19.0
1506,1545,73,4.07,11.0,23.0,60.0
1507,1546,49,3.82,11.0,24.0,68.0
1508,1547,37,3.32,3.0,8.0,20.0
1509,1548,2,2.5,7.0,13.0,23.0
1510,1549,19,2.68,11.0,6.0,12.0
1511,1550,71,2.7,17.0,25.0,6.0
1512,1551,36,2.83,3.0,34.0,32.0
1513,1552,954,3.27,8.0,70.0,19.0
1514,1553,4,2.75,1.0,4.0,28.0
1515,1554,137,3.48,0.0,20.0,22.0
1516,1555,2,3.0,1.0,4.0,9.0
1517,1556,367,1.87,2.0,47.0,53.0
1518,1557,0,0.0,,,
1519,1558,2,1.5,6.0,1.0,7.0
1520,1559,0,0.0,,,
1521,1561,4,3.25,1.0,6.0,2.0
1522,1562,606,2.26,2.0,70.0,19.0
1523,1563,40,3.6,11.0,9.0,68.0
1524,1564,36,3.83,11.0,22.0,64.0
1525,1565,17,3.0,3.0,5.0,39.0
1526,1566,469,3.28,16.0,64.0,59.0
1527,1567,9,3.44,1.0,9.0,2.0
1528,1568,0,0.0,,,
1529,1569,820,3.43,9.0,61.0,62.0
1530,1570,23,3.3,3.0,6.0,2.0
1531,1571,45,3.96,11.0,9.0,68.0
1532,1572,26,3.73,11.0,16.0,18.0
1533,1573,1421,3.4,8.0,68.0,19.0
1534,1574,15,2.87,1.0,4.0,2.0
1535,1575,14,3.14,1.0,9.0,20.0
1536,1577,0,0.0,,,
1537,1578,0,0.0,,,
1538,1579,1,3.0,1.0,3.0,9.0
1539,1580,2538,3.74,8.0,68.0,16.0
1540,1581,59,2.85,17.0,32.0,6.0
1541,1582,60,3.17,3.0,34.0,32.0
1542,1583,27,2.78,1.0,6.0,2.0
1543,1584,1382,3.77,8.0,69.0,49.0
1544,1585,28,3.21,11.0,9.0,20.0
1545,1586,557,3.05,2.0,47.0,30.0
1546,1587,571,3.42,2.0,71.0,55.0
1547,1588,289,3.08,16.0,48.0,1.0
1548,1589,492,3.36,5.0,58.0,58.0
1549,1590,498,2.52,2.0,71.0,13.0
1550,1591,475,2.62,2.0,71.0,13.0
1551,1592,112,2.49,17.0,34.0,32.0
1552,1593,162,2.86,14.0,42.0,52.0
1553,1594,306,3.78,0.0,49.0,61.0
1554,1595,65,1.74,17.0,34.0,32.0
1555,1596,32,3.47,11.0,23.0,60.0
1556,1597,811,3.41,8.0,70.0,19.0
1557,1598,111,2.71,4.0,41.0,33.0
1558,1599,67,1.64,17.0,30.0,51.0
1559,1600,84,2.87,11.0,28.0,0.0
1560,1601,75,2.72,17.0,28.0,12.0
1561,1602,43,2.12,17.0,34.0,39.0
1562,1603,348,2.93,2.0,71.0,13.0
1563,1604,65,2.75,17.0,30.0,51.0
1564,1605,88,2.66,17.0,42.0,38.0
1565,1606,109,2.34,4.0,30.0,51.0
1566,1608,1076,3.59,8.0,70.0,19.0
1567,1609,55,2.75,3.0,33.0,12.0
1568,1610,1652,4.05,8.0,68.0,16.0
1569,1611,236,3.35,0.0,49.0,41.0
1570,1612,55,3.33,11.0,20.0,64.0
1571,1613,30,2.9,11.0,24.0,68.0
1572,1614,428,3.28,9.0,61.0,62.0
1573,1615,227,3.62,14.0,41.0,33.0
1574,1616,395,3.09,2.0,47.0,30.0
1575,1617,2287,4.22,18.0,66.0,50.0
1576,1619,362,3.43,14.0,43.0,35.0
1577,1620,395,3.34,2.0,58.0,58.0
1578,1621,85,3.28,17.0,42.0,38.0
1579,1622,5,2.4,7.0,15.0,65.0
1580,1623,128,2.21,15.0,37.0,45.0
1581,1624,50,2.72,11.0,22.0,64.0
1582,1625,882,3.91,8.0,56.0,50.0
1583,1626,81,2.52,4.0,30.0,51.0
1584,1627,250,3.08,4.0,41.0,33.0
1585,1628,0,0.0,,,
1586,1629,109,3.02,17.0,42.0,52.0
1587,1630,1,2.0,6.0,1.0,7.0
1588,1631,49,3.59,11.0,21.0,12.0
1589,1632,20,2.45,3.0,22.0,42.0
1590,1633,265,3.66,0.0,49.0,61.0
1591,1635,506,3.8,5.0,49.0,26.0
1592,1636,5,2.4,1.0,4.0,2.0
1593,1639,966,3.78,5.0,56.0,50.0
1594,1640,84,2.54,17.0,32.0,39.0
1595,1641,1198,3.87,18.0,65.0,17.0
1596,1642,74,3.05,17.0,22.0,64.0
1597,1643,265,3.88,0.0,50.0,22.0
1598,1644,475,2.63,2.0,38.0,10.0
1599,1645,826,3.44,8.0,58.0,19.0
1600,1646,88,2.82,17.0,32.0,6.0
1601,1647,90,2.88,4.0,41.0,33.0
1602,1648,194,3.47,0.0,50.0,61.0
1603,1649,188,3.85,0.0,20.0,54.0
1604,1650,50,3.34,11.0,20.0,60.0
1605,1651,17,2.88,11.0,23.0,60.0
1606,1652,4,3.25,1.0,9.0,28.0
1607,1653,1077,3.71,8.0,69.0,49.0
1608,1654,87,3.31,3.0,34.0,32.0
1609,1655,77,2.43,15.0,37.0,45.0
1610,1656,14,3.21,7.0,16.0,42.0
1611,1657,20,3.5,1.0,6.0,2.0
1612,1658,116,3.17,0.0,28.0,54.0
1613,1659,7,2.86,1.0,4.0,9.0
1614,1660,179,3.57,0.0,43.0,61.0
1615,1661,88,3.19,4.0,41.0,33.0
1616,1662,20,2.65,3.0,6.0,42.0
1617,1663,739,3.84,18.0,65.0,4.0
1618,1664,5,4.2,1.0,7.0,43.0
1619,1665,200,2.69,17.0,25.0,6.0
1620,1666,20,2.6,3.0,6.0,2.0
1621,1667,113,2.78,4.0,28.0,33.0
1622,1668,39,2.54,11.0,28.0,64.0
1623,1669,37,3.46,11.0,9.0,20.0
1624,1670,82,3.5,11.0,23.0,0.0
1625,1671,22,3.18,3.0,21.0,12.0
1626,1672,321,3.57,14.0,44.0,58.0
1627,1673,1127,3.77,5.0,56.0,50.0
1628,1674,1045,4.0,18.0,65.0,37.0
1629,1675,11,3.09,3.0,5.0,12.0
1630,1676,1163,3.13,8.0,69.0,55.0
1631,1677,37,2.76,11.0,21.0,12.0
1632,1678,474,3.83,5.0,49.0,41.0
1633,1679,24,1.96,3.0,2.0,28.0
1634,1680,464,3.79,5.0,43.0,35.0
1635,1681,134,2.18,4.0,30.0,51.0
1636,1682,1005,3.86,18.0,66.0,17.0
1637,1683,218,3.76,0.0,50.0,22.0
1638,1684,58,3.72,11.0,20.0,60.0
1639,1685,6,3.5,7.0,15.0,65.0
1640,1686,109,3.16,4.0,41.0,33.0
1641,1687,337,3.08,2.0,47.0,30.0
1642,1688,304,3.5,16.0,64.0,27.0
1643,1689,252,3.15,14.0,45.0,1.0
1644,1690,779,2.96,2.0,71.0,13.0
1645,1692,20,2.55,1.0,3.0,9.0
1646,1693,351,3.72,5.0,43.0,58.0
1647,1694,470,3.73,5.0,49.0,41.0
1648,1695,32,3.69,11.0,9.0,20.0
1649,1696,28,3.57,11.0,23.0,60.0
1650,1697,0,0.0,,,
1651,1698,0,0.0,,,
1652,1699,154,3.5,0.0,20.0,54.0
1653,1701,284,3.42,5.0,49.0,61.0
1654,1702,302,2.55,16.0,27.0,27.0
1655,1703,62,2.94,17.0,32.0,6.0
1656,1704,1547,4.18,18.0,66.0,50.0
1657,1705,0,0.0,,,
1658,1706,0,0.0,,,
1659,1707,154,1.88,17.0,27.0,6.0
1660,1708,0,0.0,,,
1661,1709,1,2.0,1.0,3.0,9.0
1662,1710,0,0.0,,,
1663,1711,628,3.25,5.0,61.0,58.0
1664,1713,231,3.04,16.0,48.0,1.0
1665,1714,1,2.0,1.0,4.0,9.0
1666,1715,13,3.0,3.0,24.0,12.0
1667,1716,0,0.0,,,
1668,1717,455,2.98,2.0,38.0,13.0
1669,1718,7,2.57,1.0,4.0,9.0
1670,1719,380,4.04,0.0,49.0,41.0
1671,1720,7,1.29,1.0,4.0,9.0
1672,1721,1546,3.58,9.0,66.0,17.0
1673,1722,862,3.44,8.0,70.0,19.0
1674,1723,0,0.0,,,
1675,1724,1,3.0,1.0,3.0,9.0
1676,1725,23,3.74,1.0,8.0,20.0
1677,1726,137,2.77,17.0,28.0,38.0
1678,1727,210,3.23,14.0,43.0,35.0
1679,1728,22,3.32,11.0,23.0,60.0
1680,1729,724,3.69,5.0,56.0,50.0
1681,1730,176,3.73,0.0,50.0,22.0
1682,1731,64,1.88,17.0,32.0,6.0
1683,1732,1097,3.74,18.0,56.0,50.0
1684,1733,82,3.11,11.0,20.0,0.0
1685,1734,200,3.83,11.0,20.0,22.0
1686,1735,263,3.2,14.0,43.0,52.0
1687,1738,0,0.0,,,
1688,1739,47,1.36,3.0,34.0,39.0
1689,1740,0,0.0,,,
1690,1741,5,4.0,1.0,4.0,9.0
1691,1742,0,0.0,,,
1692,1743,11,3.91,1.0,4.0,2.0
1693,1744,77,2.68,4.0,30.0,51.0
1694,1746,55,2.76,17.0,32.0,6.0
1695,1747,907,3.49,18.0,65.0,17.0
1696,1748,874,3.82,8.0,59.0,55.0
1697,1749,10,3.4,7.0,15.0,65.0
1698,1750,63,2.19,3.0,33.0,32.0
1699,1752,206,2.66,4.0,47.0,53.0
1700,1753,198,3.2,4.0,45.0,6.0
1701,1754,388,3.39,2.0,47.0,30.0
1702,1755,30,3.53,3.0,6.0,2.0
1703,1756,51,2.55,3.0,17.0,12.0
1704,1757,0,0.0,,,
1705,1758,100,3.65,11.0,28.0,64.0
1706,1759,51,3.98,11.0,23.0,60.0
1707,1760,190,1.87,17.0,25.0,6.0
1708,1762,227,2.74,2.0,46.0,10.0
1709,1764,1,3.0,6.0,1.0,7.0
1710,1765,0,0.0,,,
1711,1767,26,3.0,11.0,22.0,60.0
1712,1768,0,0.0,,,
1713,1769,319,3.14,2.0,47.0,53.0
1714,1770,19,3.47,3.0,8.0,20.0
1715,1771,47,2.64,3.0,17.0,29.0
1716,1772,230,2.43,4.0,27.0,27.0
1717,1773,2,2.5,1.0,4.0,9.0
1718,1774,0,0.0,,,
1719,1776,0,0.0,,,
1720,1777,909,3.49,9.0,61.0,62.0
1721,1779,541,2.66,2.0,71.0,13.0
1722,1780,8,4.12,1.0,4.0,9.0
1723,1781,0,0.0,,,
1724,1782,8,2.5,1.0,4.0,2.0
1725,1783,220,2.93,0.0,41.0,33.0
1726,1784,1423,3.95,18.0,66.0,17.0
1727,1785,180,3.39,19.0,41.0,33.0
1728,1787,2,3.5,1.0,2.0,28.0
1729,1788,91,3.96,11.0,23.0,0.0
1730,1789,0,0.0,,,
1731,1791,53,2.96,11.0,28.0,64.0
1732,1792,448,3.17,2.0,47.0,30.0
1733,1793,13,2.38,3.0,16.0,42.0
1734,1794,151,3.43,0.0,20.0,22.0
1735,1795,2,4.5,1.0,4.0,9.0
1736,1796,5,2.4,1.0,4.0,9.0
1737,1797,167,4.01,0.0,29.0,54.0
1738,1798,42,2.57,17.0,28.0,12.0
1739,1799,213,3.41,14.0,41.0,33.0
1740,1801,391,3.04,2.0,48.0,30.0
1741,1804,119,3.03,14.0,43.0,33.0
1742,1805,626,3.45,9.0,58.0,58.0
1743,1806,168,2.89,17.0,27.0,27.0
1744,1807,17,3.41,3.0,6.0,2.0
1745,1809,36,3.81,11.0,24.0,68.0
1746,1810,353,3.56,5.0,56.0,58.0
1747,1811,13,3.69,1.0,9.0,2.0
1748,1812,44,3.48,11.0,22.0,60.0
1749,1814,25,3.36,11.0,23.0,60.0
1750,1815,1,2.0,1.0,3.0,9.0
1751,1816,101,2.96,0.0,28.0,54.0
1752,1817,12,3.0,3.0,4.0,2.0
1753,1819,0,0.0,,,
1754,1820,1,2.0,7.0,13.0,23.0
1755,1821,211,3.19,14.0,42.0,52.0
1756,1822,21,2.05,3.0,33.0,32.0
1757,1824,104,3.37,17.0,28.0,33.0
1758,1825,33,2.67,3.0,5.0,39.0
1759,1826,40,1.55,3.0,34.0,32.0
1760,1827,102,4.0,11.0,20.0,54.0
1761,1829,37,3.0,11.0,23.0,60.0
1762,1830,1,5.0,1.0,3.0,9.0
1763,1831,667,2.58,2.0,71.0,13.0
1764,1832,1,4.0,1.0,3.0,9.0
1765,1833,264,3.0,2.0,47.0,53.0
1766,1834,492,3.94,5.0,49.0,26.0
1767,1835,366,3.29,14.0,44.0,52.0
1768,1836,135,3.31,0.0,50.0,54.0
1769,1837,64,2.69,17.0,32.0,6.0
1770,1839,69,2.26,17.0,32.0,32.0
1771,1840,160,3.38,0.0,43.0,61.0
1772,1841,95,2.95,0.0,41.0,33.0
1773,1842,2,4.0,1.0,3.0,9.0
1774,1843,1,3.0,1.0,3.0,9.0
1775,1844,29,3.86,11.0,23.0,60.0
1776,1845,301,3.75,5.0,41.0,61.0
1777,1846,20,3.25,11.0,16.0,18.0
1778,1847,0,0.0,,,
1779,1848,177,3.05,17.0,27.0,27.0
1780,1849,7,2.57,1.0,4.0,9.0
1781,1850,13,2.85,1.0,4.0,2.0
1782,1851,2,4.0,1.0,3.0,9.0
1783,1852,1,2.0,6.0,1.0,7.0
1784,1853,17,2.0,3.0,6.0,2.0
1785,1854,48,3.02,17.0,32.0,47.0
1786,1855,108,2.4,17.0,25.0,6.0
1787,1856,72,3.06,11.0,28.0,68.0
1788,1857,24,3.08,11.0,6.0,42.0
1789,1858,172,3.27,4.0,39.0,51.0
1790,1859,32,3.53,1.0,9.0,20.0
1791,1860,44,3.77,11.0,23.0,60.0
1792,1861,3,3.33,1.0,4.0,9.0
1793,1862,198,2.05,4.0,46.0,10.0
1794,1863,142,2.22,17.0,25.0,6.0
1795,1864,11,2.73,3.0,2.0,28.0
1796,1865,54,3.56,11.0,24.0,68.0
1797,1866,189,3.09,4.0,46.0,53.0
1798,1867,38,2.42,3.0,30.0,39.0
1799,1868,2,2.0,1.0,3.0,9.0
1800,1869,51,2.31,4.0,30.0,51.0
1801,1870,72,3.51,3.0,24.0,47.0
1802,1871,4,4.0,1.0,4.0,9.0
1803,1872,10,3.2,7.0,16.0,65.0
1804,1873,259,3.76,0.0,26.0,38.0
1805,1874,27,3.37,1.0,4.0,2.0
1806,1875,164,3.4,0.0,50.0,54.0
1807,1876,895,3.17,8.0,69.0,19.0
1808,1877,4,2.5,1.0,4.0,9.0
1809,1878,11,2.0,1.0,4.0,9.0
1810,1879,22,3.91,1.0,4.0,2.0
1811,1880,26,3.42,11.0,21.0,60.0
1812,1881,68,2.78,3.0,34.0,32.0
1813,1882,499,2.32,2.0,71.0,13.0
1814,1883,664,3.44,5.0,56.0,46.0
1815,1884,298,3.35,5.0,57.0,46.0
1816,1885,608,3.69,5.0,49.0,26.0
1817,1886,4,2.75,3.0,5.0,39.0
1818,1887,60,2.48,17.0,32.0,6.0
1819,1888,387,2.99,14.0,44.0,52.0
1820,1889,49,3.88,11.0,20.0,0.0
1821,1890,7,2.43,7.0,16.0,42.0
1822,1891,9,1.89,3.0,17.0,29.0
1823,1892,401,3.37,14.0,58.0,58.0
1824,1893,21,3.76,7.0,16.0,42.0
1825,1894,471,2.91,9.0,48.0,62.0
1826,1895,306,3.24,14.0,45.0,1.0
1827,1896,47,3.11,11.0,23.0,60.0
1828,1897,133,3.5,0.0,20.0,54.0
1829,1898,14,3.64,3.0,6.0,2.0
1830,1899,10,3.2,1.0,4.0,28.0
1831,1900,60,4.16,11.0,9.0,60.0
1832,1901,5,4.0,1.0,4.0,9.0
1833,1902,30,3.1,11.0,6.0,2.0
1834,1903,6,3.33,1.0,8.0,20.0
1835,1904,113,3.49,0.0,20.0,0.0
1836,1905,2,1.5,1.0,3.0,9.0
1837,1906,32,3.22,3.0,4.0,2.0
1838,1907,490,3.74,16.0,64.0,59.0
1839,1908,1,3.0,6.0,1.0,7.0
1840,1909,996,3.49,8.0,69.0,55.0
1841,1910,41,3.76,11.0,24.0,68.0
1842,1911,527,2.93,14.0,40.0,1.0
1843,1912,907,3.8,5.0,56.0,50.0
1844,1913,167,3.83,12.0,10.0,31.0
1845,1914,372,3.81,0.0,50.0,22.0
1846,1915,1,4.0,1.0,3.0,9.0
1847,1916,354,3.51,0.0,50.0,61.0
1848,1917,1110,3.19,8.0,69.0,19.0
1849,1918,669,3.14,2.0,70.0,19.0
1850,1919,116,3.17,17.0,26.0,32.0
1851,1920,364,2.81,2.0,48.0,13.0
1852,1921,612,3.79,5.0,59.0,26.0
1853,1922,52,3.42,11.0,24.0,68.0
1854,1923,1371,3.9,18.0,66.0,17.0
1855,1924,249,2.63,19.0,36.0,66.0
1856,1925,45,3.89,13.0,12.0,44.0
1857,1926,32,3.19,13.0,12.0,44.0
1858,1927,268,4.19,12.0,52.0,8.0
1859,1928,29,3.38,13.0,18.0,48.0
1860,1929,83,3.79,13.0,12.0,63.0
